timestamp_iso,elapsed_min,rss_kb
2026-08-19T15:43:53.296Z,110,
2026-08-19T15:44:53.242Z,111,
2026-08-19T15:45:53.359Z,112,
2026-08-19T15:46:53.304Z,113,
2026-08-19T15:47:53.261Z,114,
2026-08-19T15:48:53.316Z,115,
2026-08-19T15:49:53.306Z,116,
2026-08-19T15:50:53.262Z,117,
2026-08-19T15:51:53.272Z,118,
2026-08-19T15:52:53.322Z,119,
2026-08-19T15:53:53.338Z,120,
2026-08-19T15:54:53.355Z,121,
2026-08-19T15:55:53.325Z,122,
2026-08-19T15:56:53.363Z,123,
2026-08-19T15:57:53.361Z,124,
2026-08-19T15:58:53.395Z,125,
2026-08-19T15:59:53.291Z,126,
2026-08-19T16:00:53.346Z,127,
2026-08-19T16:01:53.367Z,128,
2026-08-19T16:02:53.323Z,129,
2026-08-19T16:03:53.364Z,130,
2026-08-19T16:04:53.424Z,131,
2026-08-19T16:05:53.426Z,132,
2026-08-19T16:06:53.460Z,133,
2026-08-19T16:07:53.403Z,134,
2026-08-19T16:08:53.456Z,135,
2026-08-19T16:09:53.418Z,136,
2026-08-19T16:10:53.452Z,137,
2026-08-19T16:11:53.464Z,138,
2026-08-19T16:12:53.474Z,139,
2026-08-19T16:13:53.473Z,140,
2026-08-19T16:14:53.456Z,141,
2026-08-19T16:15:53.490Z,142,
2026-08-19T16:16:53.491Z,143,
2026-08-19T16:17:53.526Z,144,
2026-08-19T16:18:53.481Z,145,
2026-08-19T16:19:53.544Z,146,
2026-08-19T16:20:53.603Z,147,
2026-08-19T16:21:53.528Z,148,
2026-08-19T16:22:53.492Z,149,
2026-08-19T16:23:53.495Z,150,
2026-08-19T16:24:53.541Z,151,
2026-08-19T16:25:53.560Z,152,
2026-08-19T16:26:53.570Z,153,
2026-08-19T16:27:53.585Z,154,
2026-08-19T16:28:53.580Z,155,
2026-08-19T16:29:53.500Z,156,
2026-08-19T16:30:53.506Z,157,
2026-08-19T16:31:53.597Z,158,
2026-08-19T16:32:53.578Z,159,
2026-08-19T16:33:53.542Z,160,
2026-08-19T16:34:53.504Z,161,
2026-08-19T16:35:53.542Z,162,
2026-08-19T16:36:53.522Z,163,
2026-08-19T16:37:53.568Z,164,
2026-08-19T16:38:53.569Z,165,
2026-08-19T16:39:53.550Z,166,
2026-08-19T16:40:53.574Z,167,
2026-08-19T16:41:53.585Z,168,
2026-08-19T16:42:53.621Z,169,
2026-08-19T16:43:53.684Z,170,
2026-08-19T16:44:53.689Z,171,
2026-08-19T16:45:53.726Z,172,
2026-08-19T16:46:53.655Z,173,
2026-08-19T16:47:53.708Z,174,
2026-08-19T16:48:53.736Z,175,
2026-08-19T16:49:53.790Z,176,
2026-08-19T16:50:53.749Z,177,
2026-08-19T16:51:53.721Z,178,
2026-08-19T16:52:53.832Z,179,
